text,intent,language
see you,goodbye,en
goodbye,goodbye,en-IN
बाय,goodbye,hin
bye,goodbye,en
बाय,goodbye,hin
अलविदा,goodbye,hi
बाय,goodbye,hi
goodbye,goodbye,en-IN
goodbye,goodbye,en-IN
see you,goodbye,en
अलविदा,goodbye,hin
बाय,goodbye,hi
बाय,goodbye,hi
बाय,goodbye,hi
goodbye,goodbye,en-IN
अलविदा,goodbye,hi
अलविदा,goodbye,hin
bye,goodbye,en
goodbye,goodbye,en
बाय,goodbye,hi
goodbye,goodbye,en
बाय,goodbye,hi
bye,goodbye,en-IN
बाय,goodbye,hin
बाय,goodbye,hin
बाय,goodbye,hi
अलविदा,goodbye,hi
goodbye,goodbye,en-IN
अलविदा,goodbye,hin
बाय,goodbye,hin
goodbye,goodbye,en
goodbye,goodbye,en
बाय,goodbye,hi
bye,goodbye,en-IN
bye,goodbye,en
goodbye,goodbye,en-IN
बाय,goodbye,hi
बाय,goodbye,hi
